status,tenant,productCode,sourceType,productType,supportCountryCode,vendorCode,dataPolicyCode,larkProductCode,typeOfSim,operatorCode,purchaseType,skuType,dataType,baseSimEsimSkuCode,importType,supportedCountries,supportedCountryName,dailyResetTime,activationTime,networkType,apnOriginal,apn,onsiteCarrier,localPhoneNumber,localNumberCountry,hotspot,kycCode,kycNeeded,kycLinks,topUpOptions,activation,unsupportedApps,telcoPerks,note,dataPlanType,dateCreated,lastModifiedDate,createdAt,createdBy,updatedAt,updatedBy
Active,US,ECHKG3DP,E,C,HKG,3D,P,EHKG3DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,HK,Hong Kong,Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,HongKong: 3HK,No,[object Object],Yes,6,Yes,https://web.three.com.hk/prepaid/realnameregistration/index-en.html,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1751877110000,1771818105000,2026-04-19T16:51:11.471Z,,2026-04-30T04:43:03.247Z,
Active,US,ECHKG3DF,E,C,HKG,3D,F,EHKG3DF,eSIM,3HK,API Purchase,Datapack,Fixed Data,3HKDATAPOOLESIM,Official,HK,Hong Kong,Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,HongKong: 3HK,No,[object Object],Yes,6,Yes,https://web.three.com.hk/prepaid/realnameregistration/index-en.html,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1751877279000,1771818105000,2026-04-19T16:51:10.979Z,,2026-04-30T04:43:03.247Z,
Active,US,ECEU13DP,E,C,EU1,3D,P,EEU13DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,"GB,DK,AT,FR,DE,IT,NL,PL,ES,CH","United Kingdom, Denmark, Austria, France, Germany, Italy, Netherlands, Poland, Spain, Switzerland",GMT +8,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"UK, Italy, Austria, Denmark: 3UK
Germany: Telefonica
France: Free Mobile
Netherlands: KPN
Switzerland: Swisscom
Spain: Telefonica
Poland: P4",No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1764745678000,1771818105000,2026-04-19T16:51:10.379Z,,2026-04-30T04:43:03.247Z,
Active,US,ECEU13DF,E,C,EU1,3D,F,EEU13DF,eSIM,3HK,API Purchase,Datapack,Fixed Data,3HKDATAPOOLESIM,Official,"GB,DK,AT,FR,DE,IT,NL,PL,ES,CH","United Kingdom, Denmark, Austria, France, Germany, Italy, Netherlands, Poland, Spain, Switzerland",GMT +8,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"UK, Italy, Austria, Denmark: 3UK
Germany: Telefonica
France: Free Mobile
Netherlands: KPN
Switzerland: Swisscom
Spain: Telefonica
Poland: P4",No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1763349853000,1771818105000,2026-04-19T16:51:09.929Z,,2026-04-30T04:43:03.247Z,
Active,US,ECEU13DB,E,C,EU1,3D,B,EEU13DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,"GB,DK,AT,FR,DE,IT,NL,PL,ES,CH","United Kingdom, Denmark, Austria, France, Germany, Italy, Netherlands, Poland, Spain, Switzerland",GMT +8,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"UK, Italy, Austria, Denmark: 3UK
Germany: Telefonica
France: Free Mobile
Netherlands: KPN
Switzerland: Swisscom
Spain: Telefonica
Poland: P4",No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1764745678000,1771818105000,2026-04-19T16:51:09.331Z,,2026-04-30T04:43:03.247Z,
Active,US,ECEU13DA,E,C,EU1,3D,A,EEU13DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,"GB,DK,AT,FR,DE,IT,NL,PL,ES,CH","United Kingdom, Denmark, Austria, France, Germany, Italy, Netherlands, Poland, Spain, Switzerland",GMT +8,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"UK, Italy, Austria, Denmark: 3UK
Germany: Telefonica
France: Free Mobile
Netherlands: KPN
Switzerland: Swisscom
Spain: Telefonica
Poland: P4",No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1764745678000,1771818105000,2026-04-19T16:51:08.808Z,,2026-04-30T04:43:03.247Z,
Active,US,ECEAS3DP,E,C,EAS,3D,P,EEAS3DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,"CN,HK,MO,JP,PH,KR,TW,TH,SG,ID,MY","China, Hong Kong, Macao, Japan, Philippines, South Korea, Taiwan, Thailand, Singapore, Indonesia, Malaysia",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"China: China Unicom, China Telecom
HongKong: 3HK
Macao: 3HK
Japan: Rakuten, Docomo
Philippines: Smart
South Korea: SK, LGU
Taiwan: Chunghwa
Vietnam: Vinaphone, Vietnamobile
Thailand: AIS, True
Singapore: Simba
Indonesia: Telkomsel, Indosat
Malaysia: Celcomdigi, U-mobile",No,[object Object],Yes,6,Yes,https://web.three.com.hk/prepaid/realnameregistration/index-en.html,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1748502656000,1771818105000,2026-04-19T16:51:08.284Z,,2026-04-30T04:43:03.247Z,
Active,US,ECEAS3DF,E,C,EAS,3D,F,EEAS3DF,eSIM,3HK,API Purchase,Datapack,Fixed Data,3HKDATAPOOLESIM,Official,"CN,HK,MO,JP,PH,KR,TW,TH,SG,ID,MY","China, Hong Kong, Macao, Japan, Philippines, South Korea, Taiwan, Thailand, Singapore, Indonesia, Malaysia",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"China: China Unicom, China Telecom
HongKong: 3HK
Macao: 3HK
Japan: Rakuten, Docomo
Philippines: Smart
South Korea: SK, LGU
Taiwan: Chunghwa
Vietnam: Vinaphone, Vietnamobile
Thailand: AIS, True
Singapore: Simba
Indonesia: Telkomsel, Indosat
Malaysia: Celcomdigi, U-mobile",No,[object Object],Yes,6,Yes,https://web.three.com.hk/prepaid/realnameregistration/index-en.html,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1748502634000,1771818105000,2026-04-19T16:51:07.758Z,,2026-04-30T04:43:03.247Z,
Active,US,ECCNM3DF,E,C,CNM,3D,F,ECNM3DF,eSIM,3HK,API Purchase,Datapack,Fixed Data,3HKDATAPOOLESIM,Official,"CN,MO","China, Macao",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"China: China Unicom, China Telecom
Macao: 3HK",No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1753866887000,1771818105000,2026-04-19T16:51:07.239Z,,2026-04-30T04:43:03.247Z,
Active,US,ECCHN3DP,E,C,CHN,3D,P,ECHN3DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,CN,China,Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"China: China Unicom, China Telecom",No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1751876274000,1771818105000,2026-04-19T16:51:06.716Z,,2026-04-30T04:43:03.247Z,
Active,US,ECCHN3DF,E,C,CHN,3D,F,ECHN3DF,eSIM,3HK,API Purchase,Datapack,Fixed Data,3HKDATAPOOLESIM,Official,CN,China,Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"China: China Unicom, China Telecom",No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1751876813000,1771818105000,2026-04-19T16:51:06.215Z,,2026-04-30T04:43:03.247Z,
Active,US,ECCHN3DB,E,C,CHN,3D,B,ECHN3DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,CN,China,Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"China: China Unicom, China Telecom",No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1751876274000,1771818105000,2026-04-19T16:51:05.670Z,,2026-04-30T04:43:03.247Z,
Active,US,ECCHN3DA,E,C,CHN,3D,A,ECHN3DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,CN,China,Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"China: China Unicom, China Telecom",No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1751876274000,1771818105000,2026-04-19T16:51:05.091Z,,2026-04-30T04:43:03.247Z,
Active,US,ECCHM3DP,E,C,CHM,3D,P,ECHM3DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,"CN,HK,MO","China, Hong Kong, Macao",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"China: China Unicom, China Telecom
HongKong: 3HK
Macao: 3HK",No,[object Object],Yes,6,Yes,https://web.three.com.hk/prepaid/realnameregistration/index-en.html,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1753255063000,1771818105000,2026-04-19T16:51:04.567Z,,2026-04-30T04:43:03.247Z,
Active,US,ECCHM3DB,E,C,CHM,3D,B,ECHM3DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,"CN,HK,MO","China, Hong Kong, Macao",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"China: China Unicom, China Telecom
HongKong: 3HK
Macao: 3HK",No,[object Object],Yes,6,Yes,https://web.three.com.hk/prepaid/realnameregistration/index-en.html,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1753255063000,1771818105000,2026-04-19T16:51:04.045Z,,2026-04-30T04:43:03.247Z,
Active,US,ECCHM3DA,E,C,CHM,3D,A,ECHM3DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,"CN,HK,MO","China, Hong Kong, Macao",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"China: China Unicom, China Telecom
HongKong: 3HK
Macao: 3HK",No,[object Object],Yes,6,Yes,https://web.three.com.hk/prepaid/realnameregistration/index-en.html,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1753255063000,1771818105000,2026-04-19T16:51:03.341Z,,2026-04-30T04:43:03.247Z,
Active,US,ECASI3DP,E,C,ASI,3D,P,EASI3DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,"HK,MO,SG,MY,TH,ID","Hong Kong, Macao, Singapore, Malaysia, Thailand, Indonesia",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"HongKong: 3HK
Macao: 3HK
Vietnam: Vinaphone, Vietnamobile
Thailand: AIS, True
Singapore: Simba
Indonesia: Telkomsel, Indosat
Malaysia: Celcomdigi, U-mobile",No,[object Object],Yes,6,Yes,https://web.three.com.hk/prepaid/realnameregistration/index-en.html,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1753871520000,1771818105000,2026-04-19T16:51:02.848Z,,2026-04-30T04:43:03.247Z,
Active,US,ECAS53DB,E,C,AS5,3D,B,EAS53DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,"SG,MY,ID,TH","Singapore, Malaysia, Indonesia, Thailand",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"Singapore: Simba
Malaysia: Celcomdigi, U-mobile
Indonesia: Telkomsel, Indosat
Thailand: AIS / True
Vietnam: Vinaphone, Vietnamobile",No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1755241726000,1771818105000,2026-04-19T16:51:02.399Z,,2026-04-30T04:43:03.247Z,
Active,US,ECAS43DP,E,C,AS4,3D,P,EAS43DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,"SG,MY,ID,TH","Singapore, Malaysia, Indonesia, Thailand",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"Singapore: Simba
Malaysia: Celcomdigi, U-mobile
Indonesia: Telkomsel, Indosat
Thailand: AIS / True",No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1753869711000,1771818105000,2026-04-19T16:51:01.945Z,,2026-04-30T04:43:03.247Z,
Active,US,ECAS43DF,E,C,AS4,3D,F,EAS43DF,eSIM,3HK,API Purchase,Datapack,Fixed Data,3HKDATAPOOLESIM,Official,"SG,MY,ID,TH","Singapore, Malaysia, Indonesia, Thailand",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"Singapore: Simba
Malaysia: Celcomdigi, U-mobile
Indonesia: Telkomsel, Indosat
Thailand: AIS / True",No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1753870364000,1771818105000,2026-04-19T16:51:01.242Z,,2026-04-30T04:43:03.247Z,
Active,US,ECAS43DB,E,C,AS4,3D,B,EAS43DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,"SG,MY,ID,TH","Singapore, Malaysia, Indonesia, Thailand",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"Singapore: Simba
Malaysia: Celcomdigi, U-mobile
Indonesia: Telkomsel, Indosat
Thailand: AIS / True",No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1753869711000,1771818105000,2026-04-19T16:51:00.723Z,,2026-04-30T04:43:03.247Z,
Active,US,ECAS43DA,E,C,AS4,3D,A,EAS43DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,"SG,MY,ID,TH","Singapore, Malaysia, Indonesia, Thailand",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"Singapore: Simba
Malaysia: Celcomdigi, U-mobile
Indonesia: Telkomsel, Indosat
Thailand: AIS / True",No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1753869711000,1771818105000,2026-04-19T16:51:00.195Z,,2026-04-30T04:43:03.247Z,
Active,US,ECAP23DF,E,C,AP2,3D,F,EAP23DF,eSIM,3HK,API Purchase,Datapack,Fixed Data,3HKDATAPOOLESIM,Official,"CN,MO,JP,PH,KR,TH,SG,ID,MY","China, Macao, Japan, Philippines, South Korea, Thailand, Singapore, Indonesia, Malaysia",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"China: China Unicom, China Telecom
Macao: 3HK
Japan: Rakuten, Docomo
Philippines: Smart
South Korea: SK, LGU
Thailand: AIS, True
Singapore: Simba
Indonesia: Telkomsel, Indosat
Malaysia: Celcomdigi, U-mobile",No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1762850229000,1771818105000,2026-04-19T16:50:59.671Z,,2026-04-30T04:43:03.247Z,
Active,US,ECAP13DP,E,C,AP1,3D,P,EAP13DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,"CN,MO,JP,PH,KR,TH,SG,ID,MY","China, Macao, Japan, Philippines, South Korea, Thailand, Singapore, Indonesia, Malaysia",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"China: China Unicom, China Telecom
Macao: 3HK
Japan: Rakuten, Docomo
Philippines: Smart
South Korea: SK, LGU
Vietnam: Vinaphone, Vietnamobile
Thailand: AIS, True
Singapore: Simba
Indonesia: Telkomsel, Indosat
Malaysia: Celcomdigi, U-mobile",No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1751884113000,1771818105000,2026-04-19T16:50:59.146Z,,2026-04-30T04:43:03.247Z,
Active,US,ECAP13DF,E,C,AP1,3D,F,EAP13DF,eSIM,3HK,API Purchase,Datapack,Fixed Data,3HKDATAPOOLESIM,Official,"CN,MO,JP,PH,KR,TH,SG,ID,MY","China, Macao, Japan, Philippines, South Korea, Thailand, Singapore, Indonesia, Malaysia",Count 24h,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"China: China Unicom, China Telecom
Macao: 3HK
Japan: Rakuten, Docomo
Philippines: Smart
South Korea: SK, LGU
Vietnam: Vinaphone, Vietnamobile
Thailand: AIS, True
Singapore: Simba
Indonesia: Telkomsel, Indosat
Malaysia: Celcomdigi, U-mobile",No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1751884113000,1771818105000,2026-04-19T16:50:58.623Z,,2026-04-30T04:43:03.247Z,
Active,US,ECANZ3DP,E,C,ANZ,3D,P,EANZ3DP,eSIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLESIM,Official,"AU,NZ","Australia, New Zealand",GMT +8,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"Australia: Telstra
New Zealand: Spark",No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1768810071000,1771818105000,2026-04-19T16:50:58.098Z,,2026-04-30T04:43:03.247Z,
Active,US,ECANZ3DF,E,C,ANZ,3D,F,EANZ3DF,eSIM,3HK,API Purchase,Datapack,Fixed Data,3HKDATAPOOLESIM,Official,"AU,NZ","Australia, New Zealand",GMT +8,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"Australia: Telstra
New Zealand: Spark",No,[object Object],Yes,1,No,,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1768810083000,1771818105000,2026-04-19T16:50:57.578Z,,2026-04-30T04:43:03.247Z,
Active,US,EAW243DP,E,A,W24,3D,P,W243DP,SIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLSIM,Official,"GB,DK,AT,FR,DE,IT,NL,PL,ES,CH,US,CN,HK,MO,SG,MY,ID,TH,KR,JP,TW,PH,AU,NZ","United Kingdom, Denmark, Austria, France, Germany, Italy, Netherlands, Poland, Spain, Switzerland, United States of America, China, Hong Kong, Macao, Singapore, Malaysia, Indonesia, Thailand, South Korea, Japan, Taiwan, Philippines, Australia, New Zealand",GMT +8,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"UK, Italy, Austria, Denmark: 3UK
Germany: Telefonica
France: Free Mobile
Netherlands: KPN
Switzerland: Swisscom
Spain: Telefonica
Poland: P4
US: T-mobile
China: China Unicom, China Telecom
HongKong: 3HK
Macao: 3HK
Japan: Rakuten, Docomo
Philippines: Smart
South Korea: SK, LGU
Taiwan: Chunghwa
Thailand: AIS, True
Singapore: Simba
Indonesia: Telkomsel, Indosat
Malaysia: Celcomdigi, U-mobile
Australia: Telstra
New Zealand: Spark",No,[object Object],Yes,6,Yes,https://web.three.com.hk/prepaid/realnameregistration/index-en.html,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1768810042000,1771818105000,2026-04-19T16:50:57.052Z,,2026-04-30T04:43:03.247Z,
Active,US,EAW223DP,E,A,W22,3D,P,W223DP,SIM,3HK,API Purchase,Datapack,Daily Data,3HKDATAPOOLSIM,Official,"GB,DK,AT,FR,DE,IT,NL,PL,ES,CH,US,CN,HK,MO,SG,MY,ID,TH,KR,JP,TW,PH","United Kingdom, Denmark, Austria, France, Germany, Italy, Netherlands, Poland, Spain, Switzerland, United States of America, China, Hong Kong, Macao, Singapore, Malaysia, Indonesia, Thailand, South Korea, Japan, Taiwan, Philippines",GMT +8,It will be activated after installing the QR code to your device. Installation right before your flight / right after landing is recommended.,4G,mobile.three.com.hk,gohub.com,"UK, Italy, Austria, Denmark: 3UK
Germany: Telefonica
France: Free Mobile
Netherlands: KPN
Switzerland: Swisscom
Spain: Telefonica
Poland: P4
US: T-mobile
China: China Unicom, China Telecom
HongKong: 3HK
Macao: 3HK
Japan: Rakuten, Docomo
Philippines: Smart
South Korea: SK, LGU
Taiwan: Chunghwa
Thailand: AIS, True
Singapore: Simba
Indonesia: Telkomsel, Indosat
Malaysia: Celcomdigi, U-mobile",No,[object Object],Yes,6,Yes,https://web.three.com.hk/prepaid/realnameregistration/index-en.html,No,,,,"The probability of using Tiktok, ChatGPT is 80%.",,1767085259000,1771818105000,2026-04-19T16:50:56.534Z,,2026-04-30T04:43:03.247Z,
